JAX Backend: gpu
JAX Devices: [CudaDevice(id=0)]
Loaded config from: /home/kraghavan/projects/ContLearn/runs__/configs/synthetic_graph_10task_condition4_awb_full.json
Problem type: classification
Dataset: synthetic_taskshift
Tasks: 10
AWB enabled: True
Output directory: /home/kraghavan/projects/ContLearn/runs__/experiments/synthetic_graph/results/synthetic_graph_10task_condition4_awb_full_run0
Model path: /home/kraghavan/projects/ContLearn/runs__/experiments/synthetic_graph/results/synthetic_graph_10task_condition4_awb_full_run0/synthetic_graph_10task_condition4_awb_full_run0
############################################################
# Run ID: 0
############################################################
Task-Shift Synthetic Graph Dataset:
====================================
Number of training graphs: 800
Number of test graphs: 200
Number of features: 10
Number of classes: 5
Task-shift enabled: True
  Feature noise base: 0.1
  Edge dropout base: 0.05
  Feature shift base: 0.05
============================================================
Task 0
============================================================
Task 0 (training): All 5 classes with perturbation (noise_σ=0.00, edge_drop=0.00, shift=0.00), current=800, memory=800
Task 0 (testing): All 5 classes with perturbation (noise_σ=0.00, edge_drop=0.00, shift=0.00), current=200, memory=800
Task 0 (testing): All 5 classes with perturbation (noise_σ=0.00, edge_drop=0.00, shift=0.00), current=200, memory=800
Standard CL training (lr=0.001000, adaptive_lr_min=1.00e-06, loss_ratio=1.00)
  0%|          | 0/400 [00:00<?, ?it/s]
  0%|          | 1/400 [01:53<12:35:02, 113.54s/it]
  0%|          | 1/400 [01:56<12:35:02, 113.54s/it, CE=1.986383e+00 H=1.986229e+00 dV_dx=0.000000e+00 dV_dθ=-1.544919e-04 ||∇||=2.157192e+01 | Tr=0.2248]
100%|██████████| 400/400 [25:36<00:00,  4.04s/it, CE=7.464944e-01 H=7.463603e-01 dV_dx=0.000000e+00 dV_dθ=-1.340853e-04 ||∇||=2.931678e+01 | Tr=0.6995 Te/Cur=0.4180 Te/Exp=0.6602]
100%|██████████| 400/400 [25:36<00:00,  3.84s/it, CE=7.464944e-01 H=7.463603e-01 dV_dx=0.000000e+00 dV_dθ=-1.340853e-04 ||∇||=2.931678e+01 | Tr=0.6995 Te/Cur=0.4180 Te/Exp=0.6602]

  Evaluating on all tasks 0..0 for CL metrics...
Task 0 (testing): All 5 classes with perturbation (noise_σ=0.00, edge_drop=0.00, shift=0.00), current=200, memory=800
    Task 0: 0.4180

============================================================
Task 1
============================================================
Task 1 (training): All 5 classes with perturbation (noise_σ=0.10, edge_drop=0.05, shift=0.05), current=800, memory=1600
Task 1 (testing): All 5 classes with perturbation (noise_σ=0.10, edge_drop=0.05, shift=0.05), current=200, memory=1600
Task 1 (testing): All 5 classes with perturbation (noise_σ=0.10, edge_drop=0.05, shift=0.05), current=200, memory=1600
Initial loss on new task: 0.0000, previous: 0.7465, ratio: 0.00
AWB pipeline (lr=0.000970)

======================================================================
AWB PIPELINE - Task 1
======================================================================

[STEP 1] Preliminary training (1 epochs) - Recorded temporarily

  0%|          | 0/1 [00:00<?, ?it/s]
  0%|          | 0/1 [00:15<?, ?it/s, CE=7.466455e-01 H=7.465633e-01 dV_dx=2.945871e-06 dV_dθ=-8.516710e-05 ||∇||=2.442199e+01 | Tr=0.6993 Te/Cur=0.4062 Te/Exp=0.6406]
100%|██████████| 1/1 [00:15<00:00, 15.51s/it, CE=7.466455e-01 H=7.465633e-01 dV_dx=2.945871e-06 dV_dθ=-8.516710e-05 ||∇||=2.442199e+01 | Tr=0.6993 Te/Cur=0.4062 Te/Exp=0.6406]
100%|██████████| 1/1 [00:15<00:00, 15.51s/it, CE=7.466455e-01 H=7.465633e-01 dV_dx=2.945871e-06 dV_dθ=-8.516710e-05 ||∇||=2.442199e+01 | Tr=0.6993 Te/Cur=0.4062 Te/Exp=0.6406]
  Preliminary loss: 0.746646

[STEP 2] Architecture change decision
  Current: 0.746646, Previous: 0.746494
  [DEBUG] Forcing architecture change (force_arch_change=True)
  Decision: CHANGE

[STEP 3a] Architecture search - NOT recorded
  Created balanced validation set: 158 graphs from 5 classes
  Created balanced validation set: 317 graphs from 5 classes
  Starting grid architecture search for task 1
  Baseline architecture: ([10, 64, 64], [64, 64, 32, 5])
  Baseline loss: 0.746646
  Search iteration 1/2

  0%|          | 0/2 [00:00<?, ?it/s]
 50%|█████     | 1/2 [00:25<00:25, 25.59s/it]
 50%|█████     | 1/2 [00:51<00:25, 25.59s/it, CE=5.055280e+00 H=5.055011e+00 dV_dx=3.354119e-06 dV_dθ=-2.660471e-04 ||∇||=5.085325e+01 | Tr=0.1654 Te/Cur=0.1992 Te/Exp=0.1758]
100%|██████████| 2/2 [00:51<00:00, 25.88s/it, CE=5.055280e+00 H=5.055011e+00 dV_dx=3.354119e-06 dV_dθ=-2.660471e-04 ||∇||=5.085325e+01 | Tr=0.1654 Te/Cur=0.1992 Te/Exp=0.1758]
100%|██████████| 2/2 [00:51<00:00, 25.84s/it, CE=5.055280e+00 H=5.055011e+00 dV_dx=3.354119e-06 dV_dθ=-2.660471e-04 ||∇||=5.085325e+01 | Tr=0.1654 Te/Cur=0.1992 Te/Exp=0.1758]
I found my baseline 5.055280489343779

  0%|          | 0/2 [00:00<?, ?it/s]
 50%|█████     | 1/2 [00:29<00:29, 29.55s/it]
 50%|█████     | 1/2 [00:58<00:29, 29.55s/it, CE=3.310883e+00 H=3.310697e+00 dV_dx=-2.117810e-06 dV_dθ=-1.848290e-04 ||∇||=3.653315e+01 | Tr=0.2134 Te/Cur=0.1875 Te/Exp=0.2188]
100%|██████████| 2/2 [00:58<00:00, 29.21s/it, CE=3.310883e+00 H=3.310697e+00 dV_dx=-2.117810e-06 dV_dθ=-1.848290e-04 ||∇||=3.653315e+01 | Tr=0.2134 Te/Cur=0.1875 Te/Exp=0.2188]
100%|██████████| 2/2 [00:58<00:00, 29.27s/it, CE=3.310883e+00 H=3.310697e+00 dV_dx=-2.117810e-06 dV_dθ=-1.848290e-04 ||∇||=3.653315e+01 | Tr=0.2134 Te/Cur=0.1875 Te/Exp=0.2188]
    Found better architecture: ([10, 74, 74], [74, 84, 72, 5]) with loss 3.310883

  0%|          | 0/2 [00:00<?, ?it/s]
 50%|█████     | 1/2 [00:25<00:25, 25.82s/it]
 50%|█████     | 1/2 [00:54<00:25, 25.82s/it, CE=4.787749e+00 H=4.787464e+00 dV_dx=6.001639e-07 dV_dθ=-3.019473e-04 ||∇||=5.845316e+01 | Tr=0.2570 Te/Cur=0.1445 Te/Exp=0.2227]
100%|██████████| 2/2 [00:54<00:00, 27.75s/it, CE=4.787749e+00 H=4.787464e+00 dV_dx=6.001639e-07 dV_dθ=-3.019473e-04 ||∇||=5.845316e+01 | Tr=0.2570 Te/Cur=0.1445 Te/Exp=0.2227]
100%|██████████| 2/2 [00:54<00:00, 27.46s/it, CE=4.787749e+00 H=4.787464e+00 dV_dx=6.001639e-07 dV_dθ=-3.019473e-04 ||∇||=5.845316e+01 | Tr=0.2570 Te/Cur=0.1445 Te/Exp=0.2227]

  0%|          | 0/2 [00:00<?, ?it/s]
 50%|█████     | 1/2 [00:27<00:27, 27.54s/it]
 50%|█████     | 1/2 [00:53<00:27, 27.54s/it, CE=3.719228e+00 H=3.719060e+00 dV_dx=3.556334e-06 dV_dθ=-1.720488e-04 ||∇||=3.429056e+01 | Tr=0.2194 Te/Cur=0.1758 Te/Exp=0.1875]
100%|██████████| 2/2 [00:53<00:00, 26.83s/it, CE=3.719228e+00 H=3.719060e+00 dV_dx=3.556334e-06 dV_dθ=-1.720488e-04 ||∇||=3.429056e+01 | Tr=0.2194 Te/Cur=0.1758 Te/Exp=0.1875]
100%|██████████| 2/2 [00:53<00:00, 26.93s/it, CE=3.719228e+00 H=3.719060e+00 dV_dx=3.556334e-06 dV_dθ=-1.720488e-04 ||∇||=3.429056e+01 | Tr=0.2194 Te/Cur=0.1758 Te/Exp=0.1875]

  0%|          | 0/2 [00:00<?, ?it/s]
 50%|█████     | 1/2 [00:26<00:26, 26.33s/it]
 50%|█████     | 1/2 [00:50<00:26, 26.33s/it, CE=3.362070e+00 H=3.361866e+00 dV_dx=1.670644e-06 dV_dθ=-2.069503e-04 ||∇||=4.344881e+01 | Tr=0.2019 Te/Cur=0.1562 Te/Exp=0.2266]
100%|██████████| 2/2 [00:50<00:00, 24.83s/it, CE=3.362070e+00 H=3.361866e+00 dV_dx=1.670644e-06 dV_dθ=-2.069503e-04 ||∇||=4.344881e+01 | Tr=0.2019 Te/Cur=0.1562 Te/Exp=0.2266]
100%|██████████| 2/2 [00:50<00:00, 25.05s/it, CE=3.362070e+00 H=3.361866e+00 dV_dx=1.670644e-06 dV_dθ=-2.069503e-04 ||∇||=4.344881e+01 | Tr=0.2019 Te/Cur=0.1562 Te/Exp=0.2266]

  0%|          | 0/2 [00:00<?, ?it/s]
 50%|█████     | 1/2 [00:25<00:25, 25.20s/it]
 50%|█████     | 1/2 [00:48<00:25, 25.20s/it, CE=2.579877e+00 H=2.579743e+00 dV_dx=7.729775e-06 dV_dθ=-1.398758e-04 ||∇||=2.960926e+01 | Tr=0.2106 Te/Cur=0.1641 Te/Exp=0.2031]
100%|██████████| 2/2 [00:48<00:00, 24.07s/it, CE=2.579877e+00 H=2.579743e+00 dV_dx=7.729775e-06 dV_dθ=-1.398758e-04 ||∇||=2.960926e+01 | Tr=0.2106 Te/Cur=0.1641 Te/Exp=0.2031]
100%|██████████| 2/2 [00:48<00:00, 24.24s/it, CE=2.579877e+00 H=2.579743e+00 dV_dx=7.729775e-06 dV_dθ=-1.398758e-04 ||∇||=2.960926e+01 | Tr=0.2106 Te/Cur=0.1641 Te/Exp=0.2031]
    Found better architecture: ([10, 74, 74], [74, 104, 92, 5]) with loss 2.579877

  0%|          | 0/2 [00:00<?, ?it/s]
 50%|█████     | 1/2 [00:26<00:26, 26.12s/it]
 50%|█████     | 1/2 [00:52<00:26, 26.12s/it, CE=1.746134e+00 H=1.746065e+00 dV_dx=1.939847e-06 dV_dθ=-7.348105e-05 ||∇||=1.641694e+01 | Tr=0.2097 Te/Cur=0.1602 Te/Exp=0.2070]
100%|██████████| 2/2 [00:52<00:00, 26.13s/it, CE=1.746134e+00 H=1.746065e+00 dV_dx=1.939847e-06 dV_dθ=-7.348105e-05 ||∇||=1.641694e+01 | Tr=0.2097 Te/Cur=0.1602 Te/Exp=0.2070]
100%|██████████| 2/2 [00:52<00:00, 26.13s/it, CE=1.746134e+00 H=1.746065e+00 dV_dx=1.939847e-06 dV_dθ=-7.348105e-05 ||∇||=1.641694e+01 | Tr=0.2097 Te/Cur=0.1602 Te/Exp=0.2070]
    Found better architecture: ([10, 74, 74], [74, 124, 52, 5]) with loss 1.746134

  0%|          | 0/2 [00:00<?, ?it/s]
 50%|█████     | 1/2 [00:27<00:27, 27.66s/it]
 50%|█████     | 1/2 [00:51<00:27, 27.66s/it, CE=4.722617e+00 H=4.722446e+00 dV_dx=5.241070e-06 dV_dθ=-1.762154e-04 ||∇||=3.998262e+01 | Tr=0.1924 Te/Cur=0.1641 Te/Exp=0.1914]
100%|██████████| 2/2 [00:51<00:00, 25.57s/it, CE=4.722617e+00 H=4.722446e+00 dV_dx=5.241070e-06 dV_dθ=-1.762154e-04 ||∇||=3.998262e+01 | Tr=0.1924 Te/Cur=0.1641 Te/Exp=0.1914]
100%|██████████| 2/2 [00:51<00:00, 25.88s/it, CE=4.722617e+00 H=4.722446e+00 dV_dx=5.241070e-06 dV_dθ=-1.762154e-04 ||∇||=3.998262e+01 | Tr=0.1924 Te/Cur=0.1641 Te/Exp=0.1914]

  0%|          | 0/2 [00:00<?, ?it/s]
 50%|█████     | 1/2 [00:20<00:20, 20.55s/it]
 50%|█████     | 1/2 [00:41<00:20, 20.55s/it, CE=3.751085e+00 H=3.750937e+00 dV_dx=-1.502086e-06 dV_dθ=-1.462300e-04 ||∇||=3.211289e+01 | Tr=0.2189 Te/Cur=0.1758 Te/Exp=0.2031]
100%|██████████| 2/2 [00:41<00:00, 20.54s/it, CE=3.751085e+00 H=3.750937e+00 dV_dx=-1.502086e-06 dV_dθ=-1.462300e-04 ||∇||=3.211289e+01 | Tr=0.2189 Te/Cur=0.1758 Te/Exp=0.2031]
100%|██████████| 2/2 [00:41<00:00, 20.54s/it, CE=3.751085e+00 H=3.750937e+00 dV_dx=-1.502086e-06 dV_dθ=-1.462300e-04 ||∇||=3.211289e+01 | Tr=0.2189 Te/Cur=0.1758 Te/Exp=0.2031]

  0%|          | 0/2 [00:00<?, ?it/s]
 50%|█████     | 1/2 [00:23<00:23, 23.05s/it]
 50%|█████     | 1/2 [00:49<00:23, 23.05s/it, CE=6.501123e+00 H=6.500707e+00 dV_dx=-2.605678e-07 dV_dθ=-4.275485e-04 ||∇||=8.361889e+01 | Tr=0.1609 Te/Cur=0.1484 Te/Exp=0.1641]
100%|██████████| 2/2 [00:49<00:00, 24.93s/it, CE=6.501123e+00 H=6.500707e+00 dV_dx=-2.605678e-07 dV_dθ=-4.275485e-04 ||∇||=8.361889e+01 | Tr=0.1609 Te/Cur=0.1484 Te/Exp=0.1641]
100%|██████████| 2/2 [00:49<00:00, 24.65s/it, CE=6.501123e+00 H=6.500707e+00 dV_dx=-2.605678e-07 dV_dθ=-4.275485e-04 ||∇||=8.361889e+01 | Tr=0.1609 Te/Cur=0.1484 Te/Exp=0.1641]

  0%|          | 0/2 [00:00<?, ?it/s]
 50%|█████     | 1/2 [00:22<00:22, 22.03s/it]
 50%|█████     | 1/2 [00:50<00:22, 22.03s/it, CE=8.446102e+00 H=8.445648e+00 dV_dx=-3.633277e-06 dV_dθ=-4.369652e-04 ||∇||=9.076228e+01 | Tr=0.1912 Te/Cur=0.1641 Te/Exp=0.1914]
100%|██████████| 2/2 [00:50<00:00, 25.61s/it, CE=8.446102e+00 H=8.445648e+00 dV_dx=-3.633277e-06 dV_dθ=-4.369652e-04 ||∇||=9.076228e+01 | Tr=0.1912 Te/Cur=0.1641 Te/Exp=0.1914]
100%|██████████| 2/2 [00:50<00:00, 25.07s/it, CE=8.446102e+00 H=8.445648e+00 dV_dx=-3.633277e-06 dV_dθ=-4.369652e-04 ||∇||=9.076228e+01 | Tr=0.1912 Te/Cur=0.1641 Te/Exp=0.1914]

  0%|          | 0/2 [00:00<?, ?it/s]
 50%|█████     | 1/2 [00:20<00:20, 20.10s/it]
 50%|█████     | 1/2 [00:41<00:20, 20.10s/it, CE=5.294704e+00 H=5.294423e+00 dV_dx=-1.984769e-05 dV_dθ=-2.686879e-04 ||∇||=5.402734e+01 | Tr=0.1737 Te/Cur=0.2344 Te/Exp=0.1680]
100%|██████████| 2/2 [00:41<00:00, 20.65s/it, CE=5.294704e+00 H=5.294423e+00 dV_dx=-1.984769e-05 dV_dθ=-2.686879e-04 ||∇||=5.402734e+01 | Tr=0.1737 Te/Cur=0.2344 Te/Exp=0.1680]
100%|██████████| 2/2 [00:41<00:00, 20.57s/it, CE=5.294704e+00 H=5.294423e+00 dV_dx=-1.984769e-05 dV_dθ=-2.686879e-04 ||∇||=5.402734e+01 | Tr=0.1737 Te/Cur=0.2344 Te/Exp=0.1680]

  0%|          | 0/2 [00:00<?, ?it/s]
 50%|█████     | 1/2 [00:21<00:21, 21.41s/it]
 50%|█████     | 1/2 [00:50<00:21, 21.41s/it, CE=3.872616e+00 H=3.872282e+00 dV_dx=-2.271914e-06 dV_dθ=-3.511936e-04 ||∇||=7.566779e+01 | Tr=0.1909 Te/Cur=0.2617 Te/Exp=0.1758]
100%|██████████| 2/2 [00:50<00:00, 25.97s/it, CE=3.872616e+00 H=3.872282e+00 dV_dx=-2.271914e-06 dV_dθ=-3.511936e-04 ||∇||=7.566779e+01 | Tr=0.1909 Te/Cur=0.2617 Te/Exp=0.1758]
100%|██████████| 2/2 [00:50<00:00, 25.28s/it, CE=3.872616e+00 H=3.872282e+00 dV_dx=-2.271914e-06 dV_dθ=-3.511936e-04 ||∇||=7.566779e+01 | Tr=0.1909 Te/Cur=0.2617 Te/Exp=0.1758]

  0%|          | 0/2 [00:00<?, ?it/s]
 50%|█████     | 1/2 [00:23<00:23, 23.02s/it]
 50%|█████     | 1/2 [00:43<00:23, 23.02s/it, CE=3.665291e+00 H=3.665120e+00 dV_dx=1.222419e-05 dV_dθ=-1.856173e-04 ||∇||=4.321504e+01 | Tr=0.1680 Te/Cur=0.2539 Te/Exp=0.1641]
100%|██████████| 2/2 [00:43<00:00, 21.76s/it, CE=3.665291e+00 H=3.665120e+00 dV_dx=1.222419e-05 dV_dθ=-1.856173e-04 ||∇||=4.321504e+01 | Tr=0.1680 Te/Cur=0.2539 Te/Exp=0.1641]
100%|██████████| 2/2 [00:43<00:00, 21.95s/it, CE=3.665291e+00 H=3.665120e+00 dV_dx=1.222419e-05 dV_dθ=-1.856173e-04 ||∇||=4.321504e+01 | Tr=0.1680 Te/Cur=0.2539 Te/Exp=0.1641]

  0%|          | 0/2 [00:00<?, ?it/s]
 50%|█████     | 1/2 [00:28<00:28, 28.88s/it]
 50%|█████     | 1/2 [00:53<00:28, 28.88s/it, CE=5.578164e+00 H=5.577979e+00 dV_dx=-3.161923e-06 dV_dθ=-1.920662e-04 ||∇||=4.530439e+01 | Tr=0.2021 Te/Cur=0.1445 Te/Exp=0.1992]
100%|██████████| 2/2 [00:53<00:00, 26.27s/it, CE=5.578164e+00 H=5.577979e+00 dV_dx=-3.161923e-06 dV_dθ=-1.920662e-04 ||∇||=4.530439e+01 | Tr=0.2021 Te/Cur=0.1445 Te/Exp=0.1992]
100%|██████████| 2/2 [00:53<00:00, 26.67s/it, CE=5.578164e+00 H=5.577979e+00 dV_dx=-3.161923e-06 dV_dθ=-1.920662e-04 ||∇||=4.530439e+01 | Tr=0.2021 Te/Cur=0.1445 Te/Exp=0.1992]

  0%|          | 0/2 [00:00<?, ?it/s]
 50%|█████     | 1/2 [00:23<00:23, 23.30s/it]
 50%|█████     | 1/2 [00:44<00:23, 23.30s/it, CE=3.585389e+00 H=3.585099e+00 dV_dx=-4.031404e-06 dV_dθ=-2.855599e-04 ||∇||=6.254864e+01 | Tr=0.1661 Te/Cur=0.2305 Te/Exp=0.1914]
100%|██████████| 2/2 [00:44<00:00, 22.12s/it, CE=3.585389e+00 H=3.585099e+00 dV_dx=-4.031404e-06 dV_dθ=-2.855599e-04 ||∇||=6.254864e+01 | Tr=0.1661 Te/Cur=0.2305 Te/Exp=0.1914]
100%|██████████| 2/2 [00:44<00:00, 22.30s/it, CE=3.585389e+00 H=3.585099e+00 dV_dx=-4.031404e-06 dV_dθ=-2.855599e-04 ||∇||=6.254864e+01 | Tr=0.1661 Te/Cur=0.2305 Te/Exp=0.1914]

  0%|          | 0/2 [00:00<?, ?it/s]
 50%|█████     | 1/2 [00:22<00:22, 22.30s/it]
 50%|█████     | 1/2 [00:43<00:22, 22.30s/it, CE=5.473650e+00 H=5.473408e+00 dV_dx=1.232956e-05 dV_dθ=-2.594975e-04 ||∇||=6.026469e+01 | Tr=0.1933 Te/Cur=0.1602 Te/Exp=0.2031]
100%|██████████| 2/2 [00:43<00:00, 21.39s/it, CE=5.473650e+00 H=5.473408e+00 dV_dx=1.232956e-05 dV_dθ=-2.594975e-04 ||∇||=6.026469e+01 | Tr=0.1933 Te/Cur=0.1602 Te/Exp=0.2031]
100%|██████████| 2/2 [00:43<00:00, 21.52s/it, CE=5.473650e+00 H=5.473408e+00 dV_dx=1.232956e-05 dV_dθ=-2.594975e-04 ||∇||=6.026469e+01 | Tr=0.1933 Te/Cur=0.1602 Te/Exp=0.2031]

  0%|          | 0/2 [00:00<?, ?it/s]
 50%|█████     | 1/2 [00:22<00:22, 22.12s/it]
 50%|█████     | 1/2 [00:45<00:22, 22.12s/it, CE=5.861209e+00 H=5.860877e+00 dV_dx=-1.473689e-05 dV_dθ=-3.118287e-04 ||∇||=6.987820e+01 | Tr=0.1860 Te/Cur=0.1953 Te/Exp=0.1953]
100%|██████████| 2/2 [00:45<00:00, 23.12s/it, CE=5.861209e+00 H=5.860877e+00 dV_dx=-1.473689e-05 dV_dθ=-3.118287e-04 ||∇||=6.987820e+01 | Tr=0.1860 Te/Cur=0.1953 Te/Exp=0.1953]
100%|██████████| 2/2 [00:45<00:00, 22.97s/it, CE=5.861209e+00 H=5.860877e+00 dV_dx=-1.473689e-05 dV_dθ=-3.118287e-04 ||∇||=6.987820e+01 | Tr=0.1860 Te/Cur=0.1953 Te/Exp=0.1953]

  0%|          | 0/2 [00:00<?, ?it/s]
 50%|█████     | 1/2 [00:25<00:25, 25.58s/it]
 50%|█████     | 1/2 [00:55<00:25, 25.58s/it, CE=8.961473e+00 H=8.961068e+00 dV_dx=-3.225626e-06 dV_dθ=-4.133203e-04 ||∇||=8.428392e+01 | Tr=0.1645 Te/Cur=0.2383 Te/Exp=0.2148]
100%|██████████| 2/2 [00:55<00:00, 28.36s/it, CE=8.961473e+00 H=8.961068e+00 dV_dx=-3.225626e-06 dV_dθ=-4.133203e-04 ||∇||=8.428392e+01 | Tr=0.1645 Te/Cur=0.2383 Te/Exp=0.2148]
100%|██████████| 2/2 [00:55<00:00, 27.94s/it, CE=8.961473e+00 H=8.961068e+00 dV_dx=-3.225626e-06 dV_dθ=-4.133203e-04 ||∇||=8.428392e+01 | Tr=0.1645 Te/Cur=0.2383 Te/Exp=0.2148]

  0%|          | 0/2 [00:00<?, ?it/s]
 50%|█████     | 1/2 [00:23<00:23, 23.23s/it]
 50%|█████     | 1/2 [00:44<00:23, 23.23s/it, CE=1.196076e+01 H=1.196035e+01 dV_dx=-6.833384e-07 dV_dθ=-4.203976e-04 ||∇||=8.492185e+01 | Tr=0.1794 Te/Cur=0.2383 Te/Exp=0.2148]
100%|██████████| 2/2 [00:44<00:00, 22.20s/it, CE=1.196076e+01 H=1.196035e+01 dV_dx=-6.833384e-07 dV_dθ=-4.203976e-04 ||∇||=8.492185e+01 | Tr=0.1794 Te/Cur=0.2383 Te/Exp=0.2148]
100%|██████████| 2/2 [00:44<00:00, 22.35s/it, CE=1.196076e+01 H=1.196035e+01 dV_dx=-6.833384e-07 dV_dθ=-4.203976e-04 ||∇||=8.492185e+01 | Tr=0.1794 Te/Cur=0.2383 Te/Exp=0.2148]

  0%|          | 0/2 [00:00<?, ?it/s]
 50%|█████     | 1/2 [00:25<00:25, 25.01s/it]
 50%|█████     | 1/2 [00:49<00:25, 25.01s/it, CE=1.119389e+01 H=1.119348e+01 dV_dx=-1.876591e-06 dV_dθ=-3.995533e-04 ||∇||=8.160084e+01 | Tr=0.1794 Te/Cur=0.2383 Te/Exp=0.2148]
100%|██████████| 2/2 [00:49<00:00, 24.78s/it, CE=1.119389e+01 H=1.119348e+01 dV_dx=-1.876591e-06 dV_dθ=-3.995533e-04 ||∇||=8.160084e+01 | Tr=0.1794 Te/Cur=0.2383 Te/Exp=0.2148]
100%|██████████| 2/2 [00:49<00:00, 24.82s/it, CE=1.119389e+01 H=1.119348e+01 dV_dx=-1.876591e-06 dV_dθ=-3.995533e-04 ||∇||=8.160084e+01 | Tr=0.1794 Te/Cur=0.2383 Te/Exp=0.2148]

  0%|          | 0/2 [00:00<?, ?it/s]
 50%|█████     | 1/2 [00:20<00:20, 20.26s/it]
 50%|█████     | 1/2 [00:41<00:20, 20.26s/it, CE=6.607600e+00 H=6.607358e+00 dV_dx=-1.026662e-05 dV_dθ=-2.612699e-04 ||∇||=5.554484e+01 | Tr=0.2047 Te/Cur=0.1836 Te/Exp=0.2070]
100%|██████████| 2/2 [00:41<00:00, 20.91s/it, CE=6.607600e+00 H=6.607358e+00 dV_dx=-1.026662e-05 dV_dθ=-2.612699e-04 ||∇||=5.554484e+01 | Tr=0.2047 Te/Cur=0.1836 Te/Exp=0.2070]
100%|██████████| 2/2 [00:41<00:00, 20.82s/it, CE=6.607600e+00 H=6.607358e+00 dV_dx=-1.026662e-05 dV_dθ=-2.612699e-04 ||∇||=5.554484e+01 | Tr=0.2047 Te/Cur=0.1836 Te/Exp=0.2070]

  0%|          | 0/2 [00:00<?, ?it/s]
 50%|█████     | 1/2 [00:22<00:22, 22.52s/it]
 50%|█████     | 1/2 [00:44<00:22, 22.52s/it, CE=6.643939e+00 H=6.643518e+00 dV_dx=-1.363171e-05 dV_dθ=-4.112238e-04 ||∇||=8.835809e+01 | Tr=0.2378 Te/Cur=0.1445 Te/Exp=0.2227]
100%|██████████| 2/2 [00:44<00:00, 21.98s/it, CE=6.643939e+00 H=6.643518e+00 dV_dx=-1.363171e-05 dV_dθ=-4.112238e-04 ||∇||=8.835809e+01 | Tr=0.2378 Te/Cur=0.1445 Te/Exp=0.2227]
100%|██████████| 2/2 [00:44<00:00, 22.06s/it, CE=6.643939e+00 H=6.643518e+00 dV_dx=-1.363171e-05 dV_dθ=-4.112238e-04 ||∇||=8.835809e+01 | Tr=0.2378 Te/Cur=0.1445 Te/Exp=0.2227]

  0%|          | 0/2 [00:00<?, ?it/s]
 50%|█████     | 1/2 [00:19<00:19, 19.72s/it]
 50%|█████     | 1/2 [00:43<00:19, 19.72s/it, CE=4.313556e+00 H=4.313392e+00 dV_dx=-8.825973e-06 dV_dθ=-1.551368e-04 ||∇||=3.468773e+01 | Tr=0.2160 Te/Cur=0.1680 Te/Exp=0.2109]
100%|██████████| 2/2 [00:43<00:00, 22.29s/it, CE=4.313556e+00 H=4.313392e+00 dV_dx=-8.825973e-06 dV_dθ=-1.551368e-04 ||∇||=3.468773e+01 | Tr=0.2160 Te/Cur=0.1680 Te/Exp=0.2109]
100%|██████████| 2/2 [00:43<00:00, 21.90s/it, CE=4.313556e+00 H=4.313392e+00 dV_dx=-8.825973e-06 dV_dθ=-1.551368e-04 ||∇||=3.468773e+01 | Tr=0.2160 Te/Cur=0.1680 Te/Exp=0.2109]

  0%|          | 0/2 [00:00<?, ?it/s]
 50%|█████     | 1/2 [00:25<00:25, 25.99s/it]
 50%|█████     | 1/2 [00:50<00:25, 25.99s/it, CE=2.991968e+00 H=2.991693e+00 dV_dx=7.203166e-06 dV_dθ=-2.840233e-04 ||∇||=6.095829e+01 | Tr=0.1864 Te/Cur=0.2344 Te/Exp=0.1914]
100%|██████████| 2/2 [00:50<00:00, 25.02s/it, CE=2.991968e+00 H=2.991693e+00 dV_dx=7.203166e-06 dV_dθ=-2.840233e-04 ||∇||=6.095829e+01 | Tr=0.1864 Te/Cur=0.2344 Te/Exp=0.1914]
100%|██████████| 2/2 [00:50<00:00, 25.17s/it, CE=2.991968e+00 H=2.991693e+00 dV_dx=7.203166e-06 dV_dθ=-2.840233e-04 ||∇||=6.095829e+01 | Tr=0.1864 Te/Cur=0.2344 Te/Exp=0.1914]

  0%|          | 0/2 [00:00<?, ?it/s]
 50%|█████     | 1/2 [00:20<00:20, 20.91s/it]
 50%|█████     | 1/2 [00:44<00:20, 20.91s/it, CE=7.366821e+00 H=7.366387e+00 dV_dx=1.572098e-05 dV_dθ=-4.510013e-04 ||∇||=9.895604e+01 | Tr=0.1536 Te/Cur=0.2383 Te/Exp=0.2148]
100%|██████████| 2/2 [00:44<00:00, 22.29s/it, CE=7.366821e+00 H=7.366387e+00 dV_dx=1.572098e-05 dV_dθ=-4.510013e-04 ||∇||=9.895604e+01 | Tr=0.1536 Te/Cur=0.2383 Te/Exp=0.2148]
100%|██████████| 2/2 [00:44<00:00, 22.09s/it, CE=7.366821e+00 H=7.366387e+00 dV_dx=1.572098e-05 dV_dθ=-4.510013e-04 ||∇||=9.895604e+01 | Tr=0.1536 Te/Cur=0.2383 Te/Exp=0.2148]

  0%|          | 0/2 [00:00<?, ?it/s]
 50%|█████     | 1/2 [00:26<00:26, 26.42s/it]
 50%|█████     | 1/2 [00:48<00:26, 26.42s/it, CE=6.853154e+00 H=6.852840e+00 dV_dx=1.288530e-05 dV_dθ=-3.291824e-04 ||∇||=7.494299e+01 | Tr=0.2056 Te/Cur=0.2305 Te/Exp=0.1914]
